fid,username,display_name,verified,pfp_url,follower_count,following_count,location_place_id,bio_text,farcaster_address,external_address,registered_at
1935,markoafterhours,Marko,False,https://i.imgur.com/9F1FiXf.jpg,72,144,,newspaper delivery boy,,,
1931,911,Winger,False,https://i.imgur.com/snhZQdf.jpg,76,185,,Reader&Researcher,,,
1926,travel,travel,False,https://i.imgur.com/LMhU1jM.jpg,1016,10341,,Travel the world,,,
1924,sushi,Sushi,True,https://lh3.googleusercontent.com/kOGT8gllaZe2aZU7x7O2MsGOBHB5FKLTzVrrBe1W8d5xH2eeghKZ_e1WMiXRTrDXLp2gHfVkwRMuoBGRdqNXL9Yk48ndF_IyIDIXVfQ,54,18,,"blockchain dev, delusional optimist",,,
1917,sirwart,Brian Smith,False,https://i.imgur.com/Ap2wilP.jpg,42,2,,,,,
1900,jacobvs,Jacob,False,https://i.imgur.com/VJMfuGB.jpg,73,83,,👨‍👩‍👧‍👦 Husband and Dad 👨🏼‍💻 web3 Developer 🧰 Solidity • React 🔨 Building useful communication for a tokenized world at @bunches,,,
1899,danconia-crypto,EV3 Sal,True,https://lh3.googleusercontent.com/DHI4c07h0Oni-poLdYGYluHx-NdDQU4eNgMA9AJN7N37G-0kyAiffQ5ucNLTZrFm_yAeJjsLKziTlcl5bDTJ2hQqYzyAva7UlJcg,50,55,,"Backing Ξntrepreneurs. ₿uilding networks.

https://www.ev3.xyz/writing",,,
1898,boscolo,chrisb (boscolo.eth),True,https://i.seadn.io/gcs/files/7afc1e009da12d3ee58b20bfbd5cac45.png?w=500&auto=format,132,77,,"Currently building https://3num.co
""Hate cannot drive out hate; only love can do that”",,,
1894,wiz,wiz,False,https://lh3.googleusercontent.com/Hjsjmua_NJtdJ5TXkYm7YsJqPqUX4hwBG5FpQi6g9oekbYuQMB6U894sHbB6bhgc9tyjNTqO8zG5uDfEv8Fj5df7M7dlpg_ng4yJ,106,38,,https://federation.wtf,,,
1881,edzorg,edzorg,True,https://lh3.googleusercontent.com/F9JoSFTQWWLmXjliWnJtvARX-iMpucpTyTpZk6JnPJBiA8jukf5oddkjTXncg8jHHm04c8m6daRfH0PNhqx6mAJXXdXVlcWhinKr,42,12,,Technologist,,,
1852,sanny,sanny,False,https://pbs.twimg.com/profile_images/1490512033497845769/VzwynVy6_400x400.jpg,81,61,,▩ @ora,,,
1838,rahil,rahil,True,https://lh3.googleusercontent.com/kk8U-jxAuPQUPmPpWiAC7fixnz4SEEPrIhw5WgKrQPvlhgmvSAexKz1OPI6LwxtXmBBQi65kpazCCot84K4QTTiQ3QDSDOd3BsgigA,82,54,,Research @ Tiger Global // NYC // Cal 2019 Grad,,,
1831,god,Ivan,False,https://i.imgur.com/J7spRi4.jpg,105,259,,futurist and Web3 enthusiast.,,,
1814,navi-gator,ghanavi.eth,False,https://i.imgur.com/4MWm8Lq.jpg,75,67,,A law student who may not end up a lawyer :P | product @devfolio 🛠,,,
1801,natasja,natasja,True,https://openseauserdata.com/files/3a4cba3f8c112ac2af10a67f05068802.svg,45,9,,,,,
1795,futureartist,Alex Loukissas,False,https://i.imgur.com/2xmPeYJ.jpg,358,83,ChIJE9on3F3HwoAR9AhGJW_fL-I,Lead Eng @adim. 🇬🇷 in LA 🌴 alexloukissas.com,,,
1794,flyingmountain,flyingmountain.eth,True,https://lh3.googleusercontent.com/6oVBHvxYwOR90QKcH2g-xedfhtV3zRTF_H4Cw_2_SR1oHbT0-gdQ1ZDv5TYVlgTgpCvHfFUzws5uG5zl_PfM9YA6dFnmAkY8E8Nx,79,54,,"Web2 growth lead@silicon valley🦄 , Stanford alumni | Web3 builder @NFT_Aerfa - the largest Chinese NFT group",,,
1789,marty,Marty Hu,True,https://lh3.googleusercontent.com/SMzuNEIZmzIx7p1yoKWu7J8S8ZweMhei-xElUgY20tZcSIuSRkrGv8PeGSWMwO8_oY0g4tf4nFvIPV14JSRSxLYgzO5OmA9qFETI,60,52,,2x Exited Founder now in Web3,,,
1788,floydy,Ben Floyd,False,https://i.imgur.com/eoPW1s2.jpg,59,60,,"Husband, father of 2, crypto lover",,,
1781,jonbo,Jon Bo,False,https://i.imgur.com/zXst9SS.jpg,116,96,,author of words and code | jon.bo,,,
1776,kaxline,Keith Axline,True,https://i.seadn.io/gae/S-sxyA0Uaz3nMBr-Y8uviuIN1eW3MNiy-VtO5S5f0Z9wOgJlzMq57QGvGgJWISoiFXNNHXs5JpgvM5WijexeBlCDKOWGhSUdz0vQEw?w=500&auto=format,112,206,,"Mobile and web developer, building @republicdao. @JournoDAO. @factlanddao. Formerly of @Medium, @Wired, Raw File. Writer, dadder, musicer. @developer_dao.",,,
1740,yordani,Yordani,True,https://lh3.googleusercontent.com/nfeArdFN7Rg23-cDT6E0lff8V3jSrppyRE1jEEKexnCeBFbGzXhZCRppD3_x0rpdDyHga_aqvLpeX1a1WGRmNETsxCgAzGvEYSoTpQ,85,33,,Product Design @ Upperstudy,,,
1734,beandip,beandip,True,https://openseauserdata.com/files/44afa206317e9334f26b18769909918c.png,151,8,,"doxx'ed on twitter, pseudonymous on farcaster",,,
1719,simiao-li,Simiao Li,True,https://lh3.googleusercontent.com/bs3GsR6EbIvn4Al1AUJPYQf6rULDmv_QRpuloBkS3rObdj5PTkV-kyH3VmG7d0P61hYBMhKSKEZ60BnUrbksrox2f-512KLQec7CQT4,96,89,,,,,
1712,enrico,enrico.eth,False,https://i.imgur.com/RkuJKxD.jpg,144,64,,"ZK Identity @polygonID @iden3 | Powered by Damon Albarn and David Hockney

https://github.com/enricobottazzi",,,
1694,pj,Pj,False,https://i.imgur.com/IJ56VIA.jpg,44,57,,Founder https://loch.one. Currently in closed beta. DM me if you want to try it out. ,,,
1692,rahuldotiyer,Rahul Iyer,True,https://lh3.googleusercontent.com/lU6g8xSCjbqXpL1-QLMScY_aMYzDRwB50LhgeOQuCp2ofi0bN58hPoCMdMk06MFskB6HRwA0huxNnCR-3tVcqXCK5p7OD7mXLGavkQ,70,50,,coffee & web3 ☕ building @spicyduckxyz,,,
1691,cristian,Cristian Holdunu,True,https://lh3.googleusercontent.com/O8BX17HRjCp5DyZe0HnspPwu8-SSvJJpPQS62J69IgWWT1sSemTcnmsyWpIylVu6hvEAs0uipemdjUwxpyR3SLY_pFks4MU61TgS_Q,53,51,,Building Ghost,,,
1671,kayla,Kayla,False,https://i.imgur.com/UpWPbg9.jpg,68,40,,launching a new web3 fund ✨,,,
1652,tylerbenmark,Tyler,True,https://lh3.googleusercontent.com/imiU76snZVkUilEAU_LU3ODe4tANqWHtYMjoS2xZZLqAV_n1SzcXsLIMI_S21-9OsA-3PtGjY84iN5OgohWO7Q0lYU7ok8W1R6Nhhw,573,341,ChIJOwg_06VPwokRYv534QaPC8g,"i like the web3, dance music, and scary movies",,,
1650,8,John,False,https://i.imgur.com/JlMVE3Q.jpg,91,311,,,,,
1635,ambar,ambar,True,https://i.seadn.io/gae/DZTu1Vdas7ZMeJseJauU-33-OQPMc2Y1oogDygOJYZPefcbxvW7Z-RBDSNAJlT3nDkc3C9p4NyEv9EItgPtODP63Ju4pZNSNCP73RrI?w=500&auto=format,66,29,,"product, strategy, ops at various startups. always trying new tech.",,,
1633,sh,sighash.eth,True,https://lh3.googleusercontent.com/4Be8qm_o2onJJC4Mo49jP74-nUXtPM_KabZqHLbvCsIbjczqKqq4Q8l7WFn2G_OpoirjM6Iiw78oxjyqzR3BR1HsTciQh76tCV3Wyw,64,64,,"I write and share blockchain fundamentals. 
Building on Solana. Mined #bitcoin before it was cool",,,
1624,carlguo866,Carl Guo,False,https://explorer.farcaster.xyz/avatar.png,50,50,,MIT '26; EECS,,,
1619,davidmarcus,David Marcus,True,https://lh3.googleusercontent.com/h_H6euuXj-To-Kg_8nkMYSY-VvO1oZ-vhg1xTps7x24k7KN4LdjQVHh2Mqu43gIeCFJpIKotQRGKK7DlCZi0j5IIdFfpc2OntODx,96,61,,"Co-founder & CEO of Lightspark, a Bitcoin focused company.",,,
1610,bwilde,Brad Wilde,True,https://lh3.googleusercontent.com/x2e0zrBjgUgH8QNyFROQxIaY3XTXJmmlonjH0RLt8dVHcyQ5OQZaFdBf44IQRy-FsdoYl5W75CO8NNPna9od6cgkdn_g6-c29L0N,249,369,,"Fanatic of web3, blockchain, crypto, metaverse, NFTs, and other emerging tech | Strategic Program Director by day, web3 degen by night | @floor Ambassador | 🟪",,,
1608,alpha,Lucas Baker,True,https://lh3.googleusercontent.com/lcYRGYqjJRU-3OAXimx27q1WA073jDFrjo9YF_weIj8Cj5uZXmW0UdBIurqkMBcIJLcy_duN3HYZOYnBf3hMjd6yCW2iHS6L6aWvDg,314,105,,"☕️💻🪙 | research & venture @ jump | ex-google, yc",,,
1583,elpoko,ted,False,https://i.imgur.com/FUekqld.jpg,71,67,,"Physics, Irish music",,,
1578,crypto,Nicolas,True,https://lh3.googleusercontent.com/q0-IM-h1CkIcnek56Y1IdRZKwHq0QYI2X1TcVvAH7hOYB7lr86sEdVaS5EBuXrV8RhEE4fJ0XSTuz4Hs3svaiJLeG0coW7gyDmMa,140,559,,crypto is magic,,,
1550,snedsa,snedsa,True,https://lh3.googleusercontent.com/qBcc27eVz6wAxgz1MQjv11OddNSpp6NGIlAe8F4OyvaeDdqxUa2A60uc98xQ1RoLVA6E3Kwa-ljm_EmqWpi44NkV6Z7s12eo_1cs3PI,50,10,,,,,
1531,avrdude,avrdude,True,https://lh3.googleusercontent.com/ICP6E1_iPag03S4j4l-8eavlvjrLArruWgU4gdon-1BPZ-ATEtky4bdH4F6BP_aVN3gzpbaD7rNI9T4dT2ZTzuFoCgxLIdQfFpGumw,106,161,,Web3 Engineer @ bwl.gg,,,
1529,trn,Trn Bro,True,https://lh3.googleusercontent.com/p2JHBBmszsdGdinUnLMlW67EJoRly9lEs58z-6RvPp50gAt5vf4f3zKioLx6Hwq_lgaZ8czBmFa9QSMEfQfrQxKpQ813lswGEO9HL6Y,61,62,,Let's 🤘this place to the 🌑 on the 🐳,,,
1524,notfellows,notfellows,False,https://i.imgur.com/Sv4zXUa.jpg,65,51,,We are rejects but we are still cooler than you,,,
1522,shodyesq,Sarah Shtylman,True,https://lh3.googleusercontent.com/DTt4-XMPUmPB2ugnINifIH0Of_BaeM-2SdpNEsdfvcCArtlHLF4C_JA2gkyrA8kDqtwNJQz_QleRFuDkhqk-bDmK4TT-MgfSHqI0,102,54,,Partner @ Perkins Coie / runner / yogi ,,,
1506,jpo,John O'Connell,False,https://api.trueventures.com/wp-content/uploads/2019/09/JOC-5.png,86,105,,investor @ true ventures,,,
1502,fch,Frank Hourigan,False,https://i.imgur.com/K6w8Wl6.jpg,67,51,,1c,,,
1499,rkf,rkf,True,https://i.seadn.io/gae/cLCNkykaOy9dK3Y2sVAT6PYX3iXY3TgQWG_0ML1Wz9-FBmeeGqnAQ0G0rYBef0FRxXAUe2UhHy097W9FutfMvmU7DVjMRN55hBqCJDg?w=500&auto=format,84,120,,I like turtles,,,
1489,willzkhalifu,William Fu,False,https://lh3.googleusercontent.com/0cOqWoYA7xL9CkUjGlxsjreSYBdrUBE0c6EO1COG4XE8UeP-Z30ckqUNiL872zHQHQU5MUNMNhfDpyXIP17hRSC5HQ=s60,103,199,,"building dataverselabs.xyz |  ex product @SetProtocol ex eng @Pinterest, @Rubrik |  https://twitter.com/realWilliamFu https://williamfu.substack.com",,,
1484,zico,zico,True,https://i.seadn.io/gae/KpXYPb3SwMzM06wzw5NPtd34TGGvqiza6nptmq6VWkNGAAMCw-jUo8Dh2wbsZfAjQd4s___aCnsSxN10IiZDupDFDzhDUVh0cd8R9nA?w=500&auto=format,664,1027,,aspiring to be the dumbest person in the room. working on a podcast to uncover tacit knowledge at an individual & collective level. coming soon... garag3.co,,,
1480,cody-mccauley,Cody,True,https://lh3.googleusercontent.com/ro_vGJCcrAtdLNZUkVKW6aXLExRPaagkAYLQ4shhK0cipH9CuaBkQb2pFmb4eECSIxjs8OlolxB-UyAifZf_8FVN0QaoutCjbebC43A,125,92,,"Partnerships Lead @ HNT Labs | Previously spent time at Bloomberg Beta, D.E. Shaw, AlphaSights, and Coinvise",,,
1471,stoic,Nick Ducoff,True,https://i.seadn.io/gae/KrwduRc55RkxpqDtR030969WJNAX1tf80NKDPc4jnuDqO7wM49CZ-axnn_kF6c_xpD2Ac-I-hxzVDMg30UdzGJDV5RF3fvtdXPuknA?w=500&auto=format,475,329,,"VC (web3 + B2B SaaS), 2x founder, & educator. I'm also known as stoic.eth. Bio & portfolio 👉 http://nick.vc",,,
1460,alanadlevin,Alana Levin,True,https://i.seadn.io/gcs/files/2f05ca167c746fee1c549f692fbb01e1.png?w=500&auto=format,270,54,,"Investing @ Variant, writing at https://backoftheenvelope.substack.com/",,,
1459,ryo,Ryan Orban,False,https://i.imgur.com/sLc3lzr.png,142,182,,Generative AI @ http://cadea.xyz ,,,
1455,acuoci,Alex Cuoci,False,https://i.imgur.com/tN8RcRY.jpg,53,51,,"Office of the CEO, Gopuff",,,
1431,maks,Maks,False,https://i.imgur.com/r8Z9onm.jpg,69,80,,solidity engineer @ metastreet.xyz | bar owner @ jupiterdisco.com | brooklyn | he / him,,,
1407,zinger,Jonathan Zinger,False,https://i.imgur.com/7GoEim3.jpg,69,62,ChIJOwg_06VPwokRYv534QaPC8g,Just setting up my frcstr,,,
1406,ojas,ojas,True,https://lh3.googleusercontent.com/9nqQAKYJbMlXGb3Gj1ezOuPRcF1HpD-ppHcp60s9cCXLi1YzwspxCgWaE2m7fA8bPlB6SWZY_LccFHYbPp_6hLjwPdC7um7x8KgmSQ,57,52,,be(coming) MetaSapien,,,
1403,encryptedmonk,Paul,True,https://i.seadn.io/gcs/files/bda2de3f48acd7f461e3375cb8628f0b.png?w=500&auto=format,90,55,ChIJE9on3F3HwoAR9AhGJW_fL-I,"💻 Blockchain security @ Upshield Labs, 🎶 House & Techno, 🏋️‍♀️ Fitness & Performance optimization ",,,
1391,patni,patni,True,https://openseauserdata.com/files/d4d98d5a72c68bfa42848eeaa61abc06.svg,137,61,,"Builder! 

Creating an ecosystem of developer tools for crypto.",,,
1380,ansgar,ansgar.eth,True,https://lh3.googleusercontent.com/10QBegg2_ir5t9NoJDnrP1lWSr9zEOVyevm7p4X_2Ot-c442hivWSQUELEcwEz_toLRL5gvcc2wN98nnWCQkU8qECu3inEUvPjdiGg,96,21,,Ethereum protocol R&D. Admirer of emergent order.,,,
1377,amanda,amanda,True,https://i.seadn.io/gae/CJ2Rc5Qp4kOcHA3ilEC-oogOm00tKhCyh0mD4HwvMAD7-msHfM9FnBeDk9rX8C6mXwzTbzkmeZZ9P5B_fs42q0UA44L3QmPmjBTxIRo?w=500&auto=format,175,62,ChIJOwg_06VPwokRYv534QaPC8g,amanda0x.twitter,,,
1368,mj,Mukund,False,https://i.imgur.com/d4nIesx.jpg,49,52,,Web3 Noob,,,
1362,charles,Charles,True,https://lh3.googleusercontent.com/nTRm9TYnFTCdYXoWTZQYAYsvX6ofroc5ww35zKACawCr-PRkfvE63w5P5T3MIilbUKDIsG8Pm3_ZvvpfNqNDgjTvbINHWZPXD5hO,102,58,,Marketing at ZTX | charleskoh.twitter,,,
1348,siggi,siggi,True,https://openseauserdata.com/files/69e1413d780283fccb35c968220ab2b9.svg,121,20,,building https://kubbo.toys/,,,
1344,ohjia,Jia,False,https://i.imgur.com/ZQgoW5V.jpg,87,57,,web3 explorer & buidler,,,
1338,bli,Brian Li @ EthDenver,False,https://i.imgur.com/84EUSLS.jpg,182,51,ChIJE9on3F3HwoAR9AhGJW_fL-I,Degen at Orange DAO,,,
1337,igorlenterman,Igor,False,https://i.imgur.com/r1Cmve2.jpg,71,72,,FreeNFT.xyz,,,
1326,katelynd,KRD,True,https://lh3.googleusercontent.com/WhMZYnSv84oURbobncvSnJRn3_Eq1veKE2QsANDYjC1ZzvRuRQlbLrWsfrWgJemq0szwOiiZg9vpXxLA_pcooT17nRASyt9UMeEhWw,79,76,,Interested in massive trends,,,
1320,stank,Stank D. Chain,False,https://i.imgur.com/uoOHMLI.jpg,47,16,,just a stanky vessel who likes to write ,,,
1307,mika,moonshot,True,https://i.seadn.io/gae/zm_vGfexDvphd_eEWZnzStFIM8FgEtkDrn0Wucvz8Tw5X1LK8AvZq_4bYuAUgf1bOA00cM9pAFkfj627o9N3BjLYdINS7akmULDYv4g?w=500&auto=format,50,52,,A creator from another world,,,
1297,devdevdev,dev tester,True,https://i.seadn.io/gae/wKKDWrvkKwAtPdKbEeT_xSHD08b_RswPG4LVXJi7dX3OQOJCa1g82-0guY2mg0SjTxG7DC6DVartYHuh26R1MuV28JTEPVi7IGfd?w=500&auto=format,49,2,,I am a test bot,,,
1288,dht,DHT @ ETHDenver,True,https://i.seadn.io/gcs/files/6ad5351da9139024588427b65f935949.png?w=500&auto=format,75,58,,Another web2 Eng trying to upgrade to web3,,,
1285,benersing,Ben,False,https://i.imgur.com/qYz9iKX.jpg,695,376,ChIJl5npr173wIcRolGqauYlhVU,"Operator turned healthcare VC by day, web3 & shenanigans by night. Write @ TheItinerant.io ; www.BenErsing.com",,,
1280,wxl,Will,False,https://i.imgur.com/3NYi0E6.jpg,198,227,,nf.td/wxl ,,,
1276,amhedh,Amhed,True,https://lh3.googleusercontent.com/OBkWMrKxD4bQOiUK-CGnc_Gv43w1MQi-mfNNBhefixp0xd78a_Kvh63WI4P8beaCHr2wUkjbHaHKPOai2y3RK_EUC8AUCfpKd6nCrw,68,63,,Tiny beast,,,
1259,prateeks,PS,True,https://lh3.googleusercontent.com/I2QCbuX-t7eNxfeP7v-JEqt4kfRvvbZEpc7sF-o8A94PksTBdjlik_lduwW39EdT9pfqO5_xb2G3NKHTPQnY1621pULvf5cbwoLbUA,57,3,,Wanderer,,,
1252,nicholasachow,Nick Chow,True,https://i.seadn.io/gae/nfq9OIgXBfl_vdZkzpYKRoJ-B6I70tE-Lnx1Fx5EU0hLUsxID3V8P6p1oqIyoT2gTKW8xnvgnnNiC47LbY7SmRo5mWSaCQ-sas1BvQ?w=500&auto=format,116,58,,,,,
1240,peace-node,peace_node,True,https://i.seadn.io/gae/OFihGH-Mc9PN3XGolJCHdPNOk-lUVSE5fQ5mszIVcDVCzZlRTPD3Nvveo-1n4NCkbToq3KWnvRx706OGW1kG5JRSZ-s_mTlqX__eiNY?w=500&auto=format,222,85,,jpg's are the backbone of the internet,,,
1207,geoppls,Geo Ppls,False,https://pbs.twimg.com/profile_images/1550736748245909505/7fO7gQBr_400x400.jpg,165,219,,Founder of Innovative Hype. Designed the IG of music. Creating music NFTs.,,,
1200,kerls,kerls,False,https://i.imgur.com/JFyAoh3.png,90,116,,,,,
1198,katiewav,katie,False,https://i.imgur.com/bq79zwm.jpg,238,185,,investing @archetypevc; ex-coinbase,,,
1195,romeringenti,Rohan,True,https://openseauserdata.com/files/18500e674f4a81c2615275703b2ec1a2.svg,68,17,,,,,
1194,elistonberg,Eli Stonberg,True,https://lh3.googleusercontent.com/qhBW-kA52mzEktR991UH3gWGSj3Buswjue-xHY05FiQdMhntAdv9sxgjDJptYxNS4jog7pXjFuQRL3r1yBUWKYJXslSvGbGvvfNbKg,171,200,,"CEO @ Hovercast.
Previously - DGA Director @ Fourclops.
Co-Directed “Feel It Still”.
DEF Crypto.",,,
1193,benmills,Ben Mills,True,https://lh3.googleusercontent.com/icUZl5QH8cBPSzZmPlc1gR_7OXTul6n73L3XP_h7uAroKocA5d7UTC45k5m-jvLwlvstdKIUhKy9FW08ri5U1fGphN9ysoSpIeD-Sg,256,473,,nf.td/benmills | Building meso.network,,,
1182,frank,Frank,True,https://lh3.googleusercontent.com/D6i4fWsVYz--8NQiY1a66rdsjb_W0HsP2RJr3W_rZeDt8bgS1bU_tBC-53ZA9xhTnBFVLxz7bjDf4RDPwOiLXTsbMYkvDcCpTJPs,89,91,,I designed some thangs,,,
1174,thebestwallet,thebestwallet,False,https://i.ibb.co/fqy3tCK/penguin.png,159,44,,"Ouriel  - CEO of ZenGo

ourielohayon.twitter
zengo.twitter",,,
1173,conner,conner,True,https://lh3.googleusercontent.com/-gcHduXn5-tThGXbBrHk-ZbdGEsk1rs8wnyOvi9e1dum9HpOP6nwils-WWnBbh-pL6rintH1DtBT9k5axnBu-QC59vmBgiLCHMjhBA,78,9,,"co-founder and cto of koop.xyz, building for on-chain communities | dj, producer, hobbyist fashion designer, [very] amateur chess player",,,
1167,asfi,Asfi,False,https://i.imgur.com/tklu8Ku.jpg,77,57,,"I write to learn. Currently learning about monetary theory, financial history and stablecoin design. 
",,,
1141,0xconrad,Con,True,https://lh3.googleusercontent.com/OXroUHbOS5sbG0yxl63nqEFf4De3NO7PS0DWxsbITgmiMWwmYNdlcKdpcuUjW7ErCX2uI4OWZCpMPvxgwlOoOqIV55ACHPyGqDantA,95,83,,Working on http://getcourier.xyz and http://getradar.xyz.,,,
1138,nass,Nass,True,https://lh3.googleusercontent.com/EziB8vipGU0ovWUHF6K76c1lES8W3sV0XhMUsXfJLVij9UERl6SdWrXPMtrLDSND9UKHjNj0J4NHmsF7V-nauN88cslp4DMkih5FZA,127,34,,"CISO @ a16z Crypto // co-founder @ rebelsbynight // Prev. Facebook Blockchain, Anchorage, Docker, Apple",,,
1121,ajs,aj solimine,True,https://lh3.googleusercontent.com/3mGHwnCPXoGrcDYnn8_W7HgHAyBpHWyrGYlTtSF8XUQlKQpa2-MmEHFf5FJF-Hoqs--OgyPwQdYM82pYpl0ZFWdD,99,60,,"building communitydata.io

investing script.capital",,,
1118,ericxtang,eric,False,https://pbs.twimg.com/profile_images/1308794560781455360/jBE06vSp_400x400.jpg,130,61,,Making web3 video at livepeer,,,
1087,code,cf,True,https://i.seadn.io/gcs/files/df0636a444d42be52ac777b8399d048d.png?w=500&auto=format,145,48,,"🇲🇽, protocol eng -- strollinghome.twitter",,,
1069,2ripsgawd,2Rips,False,https://i.imgur.com/6gmEWbK.jpg,110,73,,Building on chain frens.house 💛🏠 ThanYouX🫡,,,
1065,fn,Farcaster News,True,https://lh3.googleusercontent.com/d25m3nfsMWJsn7KlnnoS1KYQb4VaimnKe6AyFEkarIV4ZWQEfNIK0Ynhb0_NucMbpDJ9MmP3a-GHlC-6ef-bvlS8dIHQszyfSJbymIo,389,3,,⚠️ Under Construction 🛠 Discover top links discussed on Farcaster farcasternews.xyz. Weekly Newsletter: newsletter.farcasternews.xyz/subscribe,,,
1052,tlaster,Tlaster,True,https://lh3.googleusercontent.com/-byaQGZn_OxuEK9BlOH1h-tv0Jp7vqgWohU1bMckMNmeOnRU9jmeXDo1zUs4w5riHgfsrzNVwryAwlAZA14fe2TEziWomoCVoG1f2g,65,50,,,,,
1050,0xdrog,cm,False,https://pbs.twimg.com/profile_images/1507540603789357061/4sp_JIs9_400x400.jpg,78,92,,Product Designer,,,
1043,jameskim,James Kim,True,https://i.seadn.io/gcs/files/95bfd0ae3abeb5aee3b3ad9b5fb8fefd.png?w=500&auto=format,112,77,,buidlin web3 @southparkcommons,,,
1038,darshan,Darshan,False,https://pbs.twimg.com/profile_images/1533853715710754816/UcIEgVrb_400x400.jpg,87,84,,"Building FutureX, ProductHunt for Web3 : darshang.xyz/futurex",,,
990,viroot,viroot,False,https://lh3.googleusercontent.com/VDuI3vtt_3pB2m-yc_ria__NPNHyzEA9F0uuGXDaaA4BGE4h9mYaSaE_dgEDDQK0LQHaW57jcVNsP7Axd6M18gb4Rs1YuUnLtWS8Bp4,81,33,,sui generis,,,
980,maksymsherman,Maksym,False,https://i.imgur.com/v61yBmU.jpg,105,297,,Maksymsherman.com,,,
973,raghavaro,Raghav Arora,True,https://lh3.googleusercontent.com/tJFkASlxXfdlCPIBGsMExrNdhu8dcHRc94-grojLX9Yne9hyoH5Rmr8wQ3UsE1njRZo023tsY58yGVbdPOsXZiqwJnz4jy-UoOapNw,66,63,,monkey with a plan,,,
972,beingwayne,Beingwayne.eth,True,https://lh3.googleusercontent.com/8cWNwblc05Vyq0COSOzNKJvKo9Gl_GB30Okt_0x84orhOf-UxBkN6qn8Xf8pDovCprF24jIhXdjCmnEMfvl_Hcdi_IkSdugq06aYAVc,71,16,,Product Lead @Huddle01,,,
970,williamallen,William Allen,True,https://i.seadn.io/gae/pQ433I98eEkJD2_PslVotjThHM3heCJvi3CxHUU4UmbhIk4H9E38L6icPaUCjZzfqb3N9YYOHAjPhGBqpPx0Vga0BPBAx9TxNAyE?w=500&auto=format,409,300,,"Working on something new. Prior: VP at Adobe, Head of Behance, co-founder of the Content Authenticity Initiative, early days at TED. https://williamallen.com/",,,
952,cg,cam glynn,False,https://rndmcharacters-s3.s3.amazonaws.com/3DInvisibleFriends/PFP/4327.png,455,996,,building a web browser with native blockchain support | camglynn.com,,,
949,joshua,Joshua Meteora,True,https://lh3.googleusercontent.com/w4hKHTuKK7ZPRgc1Mw3LD-IcBkzaiiSNwT9AdMVXHs7FTPs9ZGiZcZhxN0I6DtqJzm3JVc0V5r0maLL6WJtV-iLIQtZuJWyiuvuDgw,93,75,,founder at rss3,,,
948,enx,enx,True,https://lh3.googleusercontent.com/UP1UPEXbVKbgrL3alSLon6XxcYhM4FJ-VH9ftolTOwNTZOu1SqlwkutZkliXSowclOyEKdTi5F518_xz3OoK_qbqpkLfmtvrbhHG,71,9,,Later,,,
937,stzinn,steph,False,https://i.imgur.com/zrUBtb7.jpg,100,76,,,,,
929,meir,Meir Rosenschein,True,https://i.seadn.io/gae/0cOqWoYA7xL9CkUjGlxsjreSYBdrUBE0c6EO1COG4XE8UeP-Z30ckqUNiL872zHQHQU5MUNMNhfDpyXIP17hRSC5HQ?w=500&auto=format,84,107,,Product manager @Hord | In the future all assets will be tokenized ,,,
924,dante,Dante,False,https://i.imgur.com/jMOM6kp.jpg,71,56,,fintech founder and aspiring shitposter,,,
900,riyaz,Riyaz Faizullabhoy,True,https://lh3.googleusercontent.com/-hqJMrH2YhI2j1Q7PZQjopa8aCAEMXYRFW1-QvJTLg_Fd_ExiUtYexq2QcgZI9z-8QbefvACyarCmCr1B40v9qAyut29tCGoh8Dh,106,35,,,,,
894,kotlove,Noah Kotlove,False,https://explorer.farcaster.xyz/avatar.png,49,38,,"Founder of an app that helps recovering drug addicts (http://sobrietysoft.org) + a spray that helps current drug users (http://smellveil.com), go figure 🤷‍♂️",,,
887,devinfoley,Devin Foley,True,https://lh3.googleusercontent.com/QCzgWduqiamOedGgfA6Qmhp4RRJypv_SI9LgxdfciS0DU-rMsbRhXdHjKbr-v3MOlfb9KX_cemXk0dvjlUL_SvMckRl9DbqADIgP,87,55,,"Once sat next to Jack Dorsey at Chipotle. Recovering tech executive. Can probably help your startup. Currently building 
@figma.",,,
884,rio,Rio Akasaka,False,https://imgur.com/A2qDVdE.png,394,192,,talk to me about nfts | nf.td/rio | 🇨🇭🇯🇵🇺🇸,,,
883,alexvanderzon,Alex Vanderzon,False,https://i.imgur.com/kIIR09L.jpg,58,54,,design @family,,,
872,alecurtu,Alec Urtu,True,https://openseauserdata.com/files/356bade3df6329ed0346829142151195.svg,182,105,ChIJE9on3F3HwoAR9AhGJW_fL-I,Creative director at boxlunch.com Working on frens.house,,,
870,vern,vern,False,https://i.imgur.com/kMd7vxB.jpg,59,53,,,,,
862,nayshins,Jake Nations,True,https://lh3.googleusercontent.com/EGdT70O1Z8PxmFBbI_XqbrgJieN3cpWDIMgapTJrOjGz2pOGH3L0ORFjcPFfpyC-_GZroSYj5JbbTH72WxBCHdhLyfqvO55zoOgFmY0,110,145,,Technical Debt Collector,,,
836,hex0x,hexx0x•life,True,https://openseauserdata.com/files/bb0d50c40f3aaf3401f6fd06be630f0b.svg,137,88,,5ₓ5ₓ5,,,
